doc_id	doc
11	COEXISTENT RESPIRATORY ALLERGY AND CYSTIC FIBROSIS THE PREVALENCE OF RESPIRATORY ALLERGIES AND THEIR EFFECTS ON THE COURSE OF CYSTIC FIBROSIS CF WERE STUDIED IN 63 PATIENTS FIFTEEN PATIENTS 24 HAD RESPIRATORY ALLERGIES AS DEFINED BY HISTORY PHYSICAL EXAMINATION POSITIVE ALLERGY SKIN TESTS NASAL AND PERIPHERAL EOSINOPHILIA AND REVERSIBLE AIRWAY OBSTRUCTION SERUM IMMUNOGLOBULINS ON THESE 15 ALLERGIC CF AND 22 NONALLERGIC CF PATIENTS WERE ELEVATED WHEN COMPARED WITH THOSE IN NORMAL AGEMATCHED CONTROLS THE ALLERGIC CF PATIENTS HAD SIGNIFICANTLY HIGHER IGE LEVELS MEAN 598 INTERNATIONAL UNITS IU COMPARED TO 281 IU IGG IGM AND IGA LEVELS WERE SIMILAR IN THE TWO CF GROUPS THE CLINICAL CONDITION OF THE ALLERGIC CF PATIENTS SHWACHMAN SCORE WAS BETTER THAN THE NONALLERGIC SUGGESTING SOME MODULATING EFFECT OF RESPIRATORY ALLERGY ON THE SEVERITY OF THE DISEASE
12	LETTER SILVERRUSSELL DWARFISM AND CYSTIC FIBROSIS TAUSSIG ET AL REPORTED A CASE OF A 6YEAROLD BOY WITH THE RUSSELL VARIANT OF THE SILVERRUSSELL SYNDROME CONCOMITANT WITH CYSTIC FIBROSIS WE WOULD LIKE TO DESCRIBE ANOTHER PATIENT WHO HAD THE SAME COMBINATION OF DISEASES THE PATTERN OF CLINICAL FINDINGS IN THIS PATIENT ARE IN ACCORDANCE WITH THAT OF THE SILVERRUSSELL SYNDROME IT IS OF COURSE POSSIBLE THAT THE DEVELOPMENT OF CYSTIC FIBROSIS IN THIS PATIENT IS ENTIRELY ACCIDENTAL ALTHOUGH SUCH A COINCIDENCE WOULD BE A STATISTICALLY RARE EVENT THE ESTABLISHMENT OF A POSSIBLE RELATIONSHIP BETWEEN THESE TWO CONDITIONS WOULD DEPEND ON REPORTS OF OTHER SIMILAR CASES
13	CYSTIC FIBROSIS IN BLACKS IN WASHINGTON DC INCIDENCE AND CHARACTERISTICS AN INTENSIVE SEARCH FOR BLACKS WITH CYSTIC FIBROSIS CF IN WASHINGTON DC DURING THE PERIOD 1962 TO 1971 DISCLOSED 16 BLACK PATIENTS EIGHT OF WHOM WERE BORN IN THE DISTRICT OF COLUMBIA DURING THIS DECADE THE CALCULATED INCIDENCE OF CF IS AT LEAST ONE IN 17033 BLACK NEWBORNS THE CLINICAL COURSE AND PATHOLOGICAL CHANGES IN BLACKS WITH CF ARE SIMILAR TO THOSE IN WHITES GENETIC CONSIDERATIONS POINT TO AUTOSOMAL RECESSIVE INHERITANCE IN BLACKS WHICH IS GENERALLY ACCEPTED FOR WHITES WITH THIS DISEASE
14	PRESENT STATUS OF INTRAUTERINE DIAGNOSIS OF GENETIC DEFECTS PRENATAL DIAGNOSIS OF GENETIC DISORDERS HAS RECEIVED INCREASING ATTENTION DURING THE PAST SEVERAL YEARS RAPID EXPANSION OF OUR KNOWLEDGE OF THE BASIS OF GENETIC DISEASE AND THE DEVELOPMENT OF RELIABLE DIAGNOSTIC METHODS HAVE LED TO RAPID ADVANCES IN THE INTRAUTERINE DIAGNOSIS OF A LARGE NUMBER OF INHERITED DISORDERS PRENATAL DIAGNOSIS WAS INITIALLY USED TO DETERMINE THE PRESENCE OF DOWNS SYNDROME AND OTHER CHROMOSOMAL ABNORMALITIES AND FOR THE DETERMINATION OF FETAL SEX IN PREGNANCIES AT RISK FOR A NUMBER OF SEVERE XLINKED RECESSIVE DISORDERS SHORTLY THEREAFTER IT BECAME CLEAR THAT THE SAME TECHNIQUES COULD BE APPLIED TO THE PRENATAL DIAGNOSIS OF A NUMBER OF THE INBORN ERRORS OF METABOLISM MOST RECENTLY A NUMBER OF NEW TECHNIQUES HAVE BEEN DEVELOPED THAT MAY PROVE TO BE OF GREAT VALUE IN THE PRENATAL DIAGNOSIS OF A NUMBER OF SEVERE CONGENITAL MALFORMATIONS THAT BEFORE NOW COULD NOT BE DIAGNOSED PRIOR TO BIRTH THE GOAL OF THIS REVIEW IS TO DEFINE THE PAST ACHIEVEMENTS FUTURE GOALS AND PRESENT LIMITATIONS OF INTRAUTERINE DIAGNOSIS THE FIRST SECTION WILL DEAL WITH THE GENERAL APPROACHES USED IN PRENATAL DIAGNOSIS OF GENETIC DISORDERS THIS WILL BE FOLLOWED BY A DISCUSSION OF THE SPECIFIC APPLICATIONS OF THE BASIC TECHNIQUES TO THE INTRAUTERINE DIAGNOSIS OF CHROMOSOMAL ABNORMALITIES AND OF THE INBORN ERRORS OF METABOLISM APPROACHES TO PRENATAL DIAGNOSIS OF GENETIC DISORDERS INCLUDE AMNIOCENTESIS DIRECT AND INDIRECT VISUALIZATION OF THE FETUS ANALYSIS OF MATERNAL BLOOD AND URINE AND SAMPLING OF FETAL TISSUES APPLICATIONS OF PRENATAL GENETIC DIAGNOSIS INCLUDE XLINKED RECESSIVE DISORDERS CHROMOSOMAL ABNORMALITIES INBORN ERRORS OF METABOLISM DISORDERS OF LIPID METABOLISM DISORDERS OF CARBOHYDRATE METABOLISM DISORDERS OF MUCOPOLYSACCHARIDE METABOLISM DISORDERS OF AMINO ACID METABOLISM AND MISCELLANEOUS DISORDERS SUCH AS CYSTIC FIBROSIS THESE TECHNIQUES PROVIDE SOME PARENTS WITH METHODS FOR HAVING CHILDREN WITHOUT FEAR OF HAVING A CHILD WITH A SPECIFIC DEFORMITY IN ADDITION TO THE DEVELOPMENT OF APPROACHES WHICH WILL INCREASE THE NUMBER OF DISORDERS DETECTABLE IN UTERO THE POTENTIAL FOR TREATMENT OF GENETIC DISORDERS IS UNLIMITED
15	POLYPOID CERVICITIS IN CYSTIC FIBROSIS PATIENTS RECEIVING ORAL CONTRACEPTIVES THREE OF THE 4 WOMEN IN A CYSTIC FIBROSIS CLINIC WHO USED A COMBINED FORM OF ORAL CONTRACEPTIVE DEVELOPED ACUTE POLYPOID CERVICITIS IN ONE WOMAN THE POLYP RECURRED ON REINSTITUTION OF THE MEDICATION THERE WAS RESOLUTION OF THE POLYP IN EACH INSTANCE ON DISCONTINUATION OF THE DRUGS IN 2 OF THE 3 AFFECTED WOMEN THERE WAS COINCIDENTAL DETERIORATION OF RESPIRATORY STATUS THEREFORE IT IS SUGGESTED THAT CYSTIC FIBROSIS PATIENTS WHO ARE USING ORAL CONTRACEPTION BE OBSERVED CLOSELY REGARDING PULMONARY AND GYNECOLOGIC STATUS
16	ATAXIATELANGIECTASIA CHRONIC PNEUMONIA SINUSITIS AND ADENOIDAL HYPOPLASIA THE SYNDROME OF ATAXIATELANGIECTASIA IS CHARACTERIZED BY ATAXIA PROGRESSIVE NEUROLOGIC DEGENERATION CUTANEOUS AND CONJUNCTIVAL TELANGIECTASIS AND IMMUNOLOGIC DEFICIENCY ROENTGENOLOGIC EVIDENCE OF CHRONIC PULMONARY AND SINUS INFECTIONS AND DECREASED LYMPHOID TISSUE WILL USUALLY BE PRESENT AS THE SINOPULMONARY ABNORMALITIES RESEMBLE THOSE OF CYSTIC FIBROSIS A SMALL ADENOIDAL MASS MAY BE OF DIFFERENTIAL AID
17	PULMONARY INVOLVEMENT IN ADULTS WITH CYSTIC FIBROSIS CYSTIC FIBROSIS IS NO LONGER RARE IN ADULTS THE LUNG IS THE MAIN TARGET ORGAN AND THE BASIC LESION IS BRONCHIAL OBSTRUCTION LEADING TO BRONCHIECTASIS INTERSTITIAL INFILTRATES AND CYSTLIKE CHANGES ARE CHARACTERISTIC ON ROENTGENOGRAPHY COMPLICATIONS INCLUDE PULMONARY HYPERTENSION PNEUMONITIS HEMORRHAGE AND PNEUMOTHORAX LITTLE CORRELATION EXISTS BETWEEN RESPIRATORY TRACT AND PANCREATIC AND GASTROINTESTINAL INVOLVEMENT DESPITE SIMILARITIES IN PATHOGENESIS PULMONARY CYSTIC FIBROSIS IN ADULTS DOES NOT ALWAYS RESEMBLE THE CONDITION IN CHILDREN AND MUST BE DIFFERENTIATED FROM OTHER CHRONIC INTERSTITIAL DISEASES
18	LETTER SELECTIVE INHIBITION OF PHAGOCYTIC ACTIVITY OF RABBIT ALVEOLAR MACROPHAGES BY CYSTIC FIBROSIS SERUM AS FAR AS RABBIT ALVEOLAR MACROPHAGES ARE CONCERNED THE CONCENTRATION OF HOMOZYGOUS CF SERUM USED IN OUR EXPERIMENTS WAS EVEN GREATER THAN THE FOURFOLD CONCENTRATION WHICH BIGGAR AND ASSOCIATES STATE WAS REQUIRED FOR NORMAL PHAGOCYTOSIS INCREASING DILUTIONS OF HOMOZYGOUS CF SERA WITH EITHER HANKS BALANCED SALT SOLUTION OR NORMAL HUMAN SERUM THUS DECREASING ITS CONCENTRATION INCREASED THE CAPACITY OF THE RABBIT ALVEOLAR MACROPHAGES TO PHAGOCYTIZE AND KILL PSEUDOMONAS AERUGINOSA INCREASING CONCENTRATIONS HAD JUST THE OPPOSITE EFFECT SUSPENSION OF RABBIT ALVEOLAR MACROPHAGES IN HUMAN SERUM REDUCED THEIR PHAGOCYTIC ACTIVITY BUT ACTIVITY WAS REDUCED MORE BY HUMAN CF SERUM THAN BY HUMAN NORMAL SERUM THIS IS NOT UNEXPECTED BECAUSE HIGH HUMAN SERUM CONCENTRATIONS ARE LIKELY TO BE TOXIC TO RABBIT ALVEOLAR MACROPHAGES BECAUSE THE INHIBITION OF PHAGOCYTOSIS WAS ABSENT WHEN HOMOZYGOUS CF SERUM MORE THAN 24 HOURS OLD OR PREVIOUSLY HEATED OR FROZEN WAS USED AND BECAUSE OF OUR OBSERVATIONS THAT DILUTION INCREASED MACROPHAGE PHAGOCYTIC ABILITY WE FEEL OUR DATA DEMONSTRATE THE PRESENCE OF A LABILE INHIBITOR RATHER THAN A DEFICIENCY SINCE IT IS WELL KNOWN THAT CF PATIENTS HAVE NORMAL OR ELEVATED CONCENTRATIONS OF IMMUNOGLOBULINS INCLUDING IGA IN THEIR SERA AND PULMONARY SECRETIONS AND RESPOND TO INFECTION AND IGA HAS NOT BEEN SHOWN TO BE ESSENTIAL FOR ALVEOLAR MACROPHAGE PHAGOCYTOSIS OF PSEUDOMONAS AERUGINOSA WE CANNOT AGREE THAT THIS INHIBITION IS DUE TO AN IGA DEFICIENCY WE ALSO NOTE THAT SOME OF THE SERA USED IN THE EXPERIMENTS OF BIGGAR AND ASSOCIATES WERE STORED AT 70 DEGREES C PERHAPS THIS MAY ACCOUNT FOR THE DIFFERENCE IN RESULTS
19	LETTER PLASMA ARGININE ESTERASE ACTIVITY IN CYSTIC FIBROSIS WE ASSAYED THE SERUM OF A GROUP OF CYSTIC FIBROSIS PATIENTS THAT WERE ON ORAL ARGININE THERAPY AND THAT OF A GROUP OF CYSTIC FIBROSIS PATIENTS THAT WERE NOT RECEIVING THIS TREATMENT FOR TOTAL ARGININE ESTERASE ACTIVITY THE UNTREATED CYSTIC FIBROSIS PATIENTS HAVE SIGNIFICANTLY LOWER SERUM ARGININE ESTERASE ACTIVITY THAN THE NORMAL CONTROLS THE CYSTIC FIBROSIS CARRIERS AND THE CYSTIC FIBROSIS PATIENTS RECEIVING ORAL ARGININE THERAPY THERE IS NO SIGNIFICANT DIFFERENCE BETWEEN THE ARGININE ESTERASE ACTIVITY OF THE NORMAL CONTROLS AND THE CYSTIC FIBROSIS CARRIERS OR THE CYSTIC FIBROSIS PATIENTS TREATED WITH ARGININE  WE HAVE RECENTLY OBSERVED DIFFERENCES IN THE ARGININE ESTERASES IN PLASMA OF CONTROLS AND PATIENTS BY ELECTROFUSING ON POLYACRYLAMIDE GELS SIX ACTIVITY BANDS COULD BE DETECTED IN PLASMA OF CONTROLS WHEREAS ONLY FIVE COULD BE DETECTED IN PLASMA OF PATIENTS OUR WORK ON THE DEFICIENCY OF TRYPSINLIKE ACTIVITY IN MIXED SALIVA OF PATIENTS WITH CYSTIC FIBROSIS HAS BEEN REPRODUCED BY ANOTHER LABORATORY COBURN RECENTLY CONFIRMED OUR WORK ON DEFICIENCY OF ARGININE ESTERASE IN SERUM OF PATIENTS WITH CYSTIC FIBROSIS AT PRESENT THE DEFICIENCY OF ARGININE ESTERASE IN CYSTIC FIBROSIS IS A WORKING HYPOTHESIS TO UNDERSTAND THE BASIC DEFECT  THE VARIATIONS OF PH AND SODIUM CHLORIDE CONTENT THAT I EMPLOYED HAD BEEN TESTED BY ME IN 6 PATIENTS BOTH WITH AND WITHOUT A DIAGNOSIS OF CYSTIC FIBROSIS AND WERE FOUND NOT TO ALTER THE LEVEL OF ARGININEESTERASE ACTIVITY THE MAJOR DIFFERENCES BETWEEN THE TWO STUDIES RESULTED FROM THE CONTROL SUBJECTS DR RAO NEGLECTS TO MENTION THE FEW OTHER LABORATORIES THAT WERE UNABLE TO CONFIRM HIS FINDINGS
20	THE RELATIVE SENSITIVITY OF CLOSING VOLUME IN CHILDREN WITH ASTHMA AND CYSTIC FIBROSIS THE ABILITY TO DETECT ABNORMALITIES OF LUNG FUNCTION IN CHILDREN WITH ASTHMA AND CYSTIC FIBROSIS BY THE MEASUREMENT OF CLOSING VOLUME WAS STUDIED IN 205 CHILDREN FLOW VOLUME CHARACTERISTICS ROUTINE SPIROMETRY BODY PLETHYSMOGRAPHY AND ARTERIALIZED OXYGEN TENSIONS WERE STUDIED FOR COMPARISON WITH CLOSING VOLUME CLOSING VOLUME WAS LESS SENSITIVE IN DETECTING DISEASE THAN WERE THE RESIDUAL VOLUME TO TOTAL LUNG CAPACITY RATIO MAXIMUM EXPIRATORY FLOW VOLUME CURVES AND ARTERIALIZED BLOOD GASES
169	CONJUNCTIVAL GOBLET CELLS IN PATIENTS WITH CYSTIC FIBROSIS IN FIVE PATIENTS WITH CYSTIC FIBROSIS OF THE PANCREAS THE MUCOUS GLANDULAR SYSTEM OF THE CONJUNCTIVA WAS STUDIED AS CHANGES IF ANY IN THE CONJUNCTIVAL GOBLET CELLS MIGHT BE APPLICABLE AS A DIAGNOSTIC TEST IN QUESTIONABLE CASES A WHOLEMOUNT TECHNIQUE WAS USED SPECIALLY DEVELOPED FOR STUDYING CONJUNCTIVAL GOBLET CELLS IN ALL FIVE CASES THE QUALITATIVE AS WELL AS QUANTITATIVE GOBLETCELL FINDINGS WERE IN ACCORDANCE WITH A PREVIOUSLY REPORTED NORMAL MATERIAL IN PARTICULAR THERE WERE NO SIGNS OF STAGNATED SECRETION
434	PATHOLOGY OF CYSTIC FIBROSIS PP 11524 THE VARIED MORPHOLOGIC LESIONS IN CYSTIC FIBROSIS EACH RESULT FROM OBSTRUCTION OF ONE TYPE OR ANOTHER DOCUMENTED OR PRESUMED THEY ARE MODIFIED BY THE AGE OF THE INDIVIDUAL THE SEVERITY AND THE CONDITIONS PECULIAR TO EACH TISSUE THESE LESIONS PLUS THE FUNCTIONAL CHANGES IN SWEAT ELECTROLYTES MEMBRANE TRANSPORT AND SERUM FACTOR AFFECTING SYNCRONY OF CILIA REPRESENT THE DIVERSE ACTIONS OF A GENETIC DEFECT THE INTERMEDIATE STAGES OF WHICH ARE AS YET UNKNOWN NEITHER THE DIVERSITY OF ABNORMALITIES THEIR RANGE IN SEVERITY NOR DIFFERENCES IN THE AGE OF ONSET ARGUE CONVINCINGLY FOR A TRIGGER MECHANISM OR ACQUIRE RATHER THAN INBORN DEFICIENCY
592	TREATMENT OF MUCUS HYPERSECRETION IN HUMAN DISEASE TREATMENT OF MUCUS HYPERSECRETION IN HUMAN DISEASE SHOULD FIRST BE DIRECTED AT PREVENTION THE HYPERSECRETION OF MUCUS EVEN IN THE ABSENCE OF PUS IN THE SPUTUM OR OF OTHER SIGNS OF INFECTION IS OF ITSELF ASSOCIATED WITH SIGNIFICANTLY POOR LUNG FUNCTION INFECTION IS PROBABLY THE IMPORTANT STIMULUS IN CYSTIC FIBROSIS CERTAIN ANTIINFLAMMATORY AGENTS ARE NOW KNOWN TO CAUSE RETENTION OF MUCUS WITHIN THE SECRETORY CELLS ALTHOUGH THE RATE OF SYNTHESIS IS NOT RAISED IT MAY BE THAT THIS OFFERS A NEW WAY OF CONTROL ON THE OTHER HAND THE CELLS BECOME LARGER AND THIS MAY BE UNDESIRABLE I WOULD PREFER TO SEE A STUDY OF THE EFFECT OF DRUGS ON THE CELLULAR STAGES OF SYNTHESIS AND DISCHARGE RATHER THAN CONCENTRATION ON MUCOLYTIC AGENTS
